,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
2854,0,"Bubble Factory, The",USA,Barnet Kellman,Comedy,34488,Slappy and the Stinkers,PG,23-01-1998,78.0,5.0,BD Wong,898.0,Robert Wolterstorff,1998.0
2855,0,Belfilms,France,Radu Mihaileanu,Comedy,154790,Train of Life,R,20-04-2001,103.0,7.7,Lionel Abelanski,7735.0,Radu Mihaileanu,1998.0
2856,10000000,Initial Entertainment Group (IEG),USA,Predrag Antonijevic,Drama,12903,Savior,R,20-11-1998,103.0,7.3,Dennis Quaid,9097.0,Robert Orr,1998.0
2857,800000,38 Productions,France,Ziad Doueiri,Comedy,343229,West Beirut,PG-13,30-10-1998,105.0,7.8,Rami Doueiri,2545.0,Ziad Doueiri,1998.0
2858,0,Bórd Scannán na hÉireann,Ireland,Pat O'Connor,Drama,2285194,Dancing at Lughnasa,PG,13-11-1998,95.0,6.3,Meryl Streep,3045.0,Brian Friel,1998.0
2859,0,Cracking the Earth Films Inc.,India,Deepa Mehta,Drama,528972,Earth,UNRATED,07-07-1999,110.0,7.8,Aamir Khan,6310.0,Deepa Mehta,1998.0
2861,15000000,DreamWorks,USA,Sam Mendes,Drama,130096601,American Beauty,R,01-10-1999,122.0,8.4,Kevin Spacey,899755.0,Alan Ball,1999.0
2863,60000000,Castle Rock Entertainment,USA,Frank Darabont,Crime,136801374,The Green Mile,R,10-12-1999,189.0,8.5,Tom Hanks,879924.0,Stephen King,1999.0
2864,11000000,Universal Pictures,USA,Paul Weitz,Comedy,102561004,American Pie,R,09-07-1999,95.0,7.0,Jason Biggs,332271.0,Adam Herz,1999.0
2865,65000000,Warner Bros.,UK,Stanley Kubrick,Drama,55691208,Eyes Wide Shut,R,16-07-1999,159.0,7.3,Tom Cruise,246014.0,Stanley Kubrick,1999.0
2866,80000000,Universal Pictures,USA,Stephen Sommers,Action,155247825,The Mummy,PG-13,07-05-1999,124.0,7.0,Brendan Fraser,340714.0,Stephen Sommers,1999.0
2867,40000000,Hollywood Pictures,USA,M. Night Shyamalan,Drama,293506292,The Sixth Sense,PG-13,06-08-1999,107.0,8.1,Bruce Willis,766528.0,M. Night Shyamalan,1999.0
2868,30000000,Touchstone Pictures,USA,Gil Junger,Comedy,38176108,10 Things I Hate About You,PG-13,31-03-1999,97.0,7.2,Heath Ledger,244103.0,Karen McCullah,1999.0
2869,100000000,Paramount Pictures,USA,Tim Burton,Fantasy,101071502,Sleepy Hollow,R,19-11-1999,105.0,7.4,Johnny Depp,284929.0,Washington Irving,1999.0
2870,115000000,Lucasfilm,USA,George Lucas,Action,474544677,Star Wars: Episode I - The Phantom Menace,PG,19-05-1999,136.0,6.5,Ewan McGregor,584809.0,George Lucas,1999.0
2871,60000000,Warner Bros.,USA,Renny Harlin,Action,73648142,Deep Blue Sea,R,28-07-1999,105.0,5.8,Thomas Jane,105864.0,Duncan Kennedy,1999.0
2872,10000000,Twentieth Century Fox Film Corporation,USA,Mike Judge,Comedy,10824921,Enredos de oficina,R,19-02-1999,89.0,7.8,Ron Livingston,212640.0,Mike Judge,1999.0
2873,6000000,American Zoetrope,USA,Sofia Coppola,Drama,4859475,The Virgin Suicides,R,19-05-2000,97.0,7.2,Kirsten Dunst,125166.0,Jeffrey Eugenides,1999.0
2874,10500000,Columbia Pictures Corporation,USA,Roger Kumble,Drama,38328567,Cruel Intentions,R,05-03-1999,97.0,6.8,Sarah Michelle Gellar,157466.0,Choderlos de Laclos,1999.0
2875,45000000,DreamWorks,USA,Dean Parisot,Adventure,71583916,Galaxy Quest,PG,25-12-1999,102.0,7.3,Tim Allen,130142.0,David Howard,1999.0
2876,37000000,Ghoulardi Film Company,USA,Paul Thomas Anderson,Drama,22455976,Magnolia,R,07-01-2000,188.0,8.0,Tom Cruise,253771.0,Paul Thomas Anderson,1999.0
2877,33000000,New Line Cinema,USA,Jay Roach,Action,206040086,Austin Powers: The Spy Who Shagged Me,PG-13,11-06-1999,95.0,6.6,Mike Myers,191205.0,Mike Myers,1999.0
2878,25000000,Fox 2000 Pictures,USA,Raja Gosnell,Comedy,55474756,Never Been Kissed,PG-13,09-04-1999,107.0,6.0,Drew Barrymore,72371.0,Abby Kohn,1999.0
2879,7000000,Franchise Pictures,USA,Troy Duffy,Action,25812,The Boondock Saints,R,19-11-1999,108.0,7.9,Willem Dafoe,206785.0,Troy Duffy,1999.0
2880,40000000,Columbia Pictures Corporation,USA,James Mangold,Biography,28871190,"Girl, Interrupted",R,14-01-2000,127.0,7.4,Winona Ryder,135410.0,Susanna Kaysen,1999.0
2881,90000000,Pixar Animation Studios,USA,John Lasseter,Animation,245852179,Toy Story 2,G,24-11-1999,92.0,7.9,Tom Hanks,420432.0,John Lasseter,1999.0
2882,40000000,Miramax,USA,Anthony Minghella,Crime,81298265,The Talented Mr. Ripley,R,25-12-1999,139.0,7.3,Matt Damon,148622.0,Patricia Highsmith,1999.0
2883,170000000,Peters Entertainment,USA,Barry Sonnenfeld,Action,113805681,Wild Wild West,PG-13,30-06-1999,106.0,4.8,Will Smith,136482.0,Jim Thomas,1999.0
2884,42000000,Polygram Filmed Entertainment,UK,Roger Michell,Comedy,116089678,Notting Hill,PG-13,28-05-1999,124.0,7.1,Hugh Grant,220588.0,Richard Curtis,1999.0
2885,60000,Haxan Films,USA,Daniel Myrick,Horror,140539099,The Blair Witch Project,R,30-07-1999,81.0,6.4,Heather Donahue,202691.0,Daniel Myrick,1999.0
2886,13000000,Astralwerks,USA,Spike Jonze,Comedy,22858926,Being John Malkovich,R,03-12-1999,112.0,7.8,John Cusack,270071.0,Charlie Kaufman,1999.0
2887,34200000,Jack Giarraputo Productions,USA,Dennis Dugan,Comedy,163479795,Big Daddy,PG-13,25-06-1999,93.0,6.4,Adam Sandler,171997.0,Steve Franks,1999.0
2888,10000000,Miramax,USA,Robert Iscove,Comedy,63366989,She's All That,PG-13,29-01-1999,95.0,5.8,Freddie Prinze Jr.,71905.0,R. Lee Fleming Jr.,1999.0
2889,135000000,Danjaq,UK,Michael Apted,Action,126943684,The World Is Not Enough,PG-13,19-11-1999,128.0,6.4,Pierce Brosnan,165433.0,Neal Purvis,1999.0
2890,100000000,Beacon Communications,USA,Peter Hyams,Action,66889043,End of Days,R,24-11-1999,121.0,5.7,Arnold Schwarzenegger,94188.0,Andrew W. Marlowe,1999.0
2891,10000000,View Askew Productions,USA,Kevin Smith,Adventure,30651422,Dogma,R,12-11-1999,130.0,7.4,Ben Affleck,189591.0,Kevin Smith,1999.0
2892,130000000,Walt Disney Pictures,USA,Chris Buck,Animation,171091819,Tarzan,G,18-06-1999,88.0,7.2,Tony Goldwyn,160561.0,Tab Murphy,1999.0
2893,16000000,MTV Films,USA,Brian Robbins,Comedy,52885587,Varsity Blues,R,15-01-1999,106.0,6.4,James Van Der Beek,37062.0,W. Peter Iliff,1999.0
2894,82000000,Universal Pictures,UK,Milos Forman,Biography,34580635,Man on the Moon,R,22-12-1999,118.0,7.4,Jim Carrey,105653.0,Scott Alexander,1999.0
2895,66000000,Twentieth Century Fox Film Corporation,USA,Jon Amiel,Action,87704396,Entrapment,PG-13,30-04-1999,113.0,6.3,Sean Connery,93659.0,Ronald Bass,1999.0
2896,70000000,Warner Bros.,USA,Brad Bird,Animation,23159305,The Iron Giant,PG,06-08-1999,86.0,8.0,Eli Marienthal,140243.0,Tim McCanlies,1999.0
2897,17000000,Happy Madison Productions,USA,Mike Mitchell,Comedy,65538755,Deuce Bigalow: Male Gigolo,R,10-12-1999,88.0,5.7,Rob Schneider,62761.0,Harris Goldberg,1999.0
2898,48000000,United Artists,USA,John McTiernan,Crime,69304264,The Thomas Crown Affair,R,06-08-1999,113.0,6.8,Pierce Brosnan,76693.0,Alan Trustman,1999.0
2899,12000000,ETIC Films,Czech Republic,Antonia Bird,Fantasy,2060953,Voraz,R,19-03-1999,101.0,7.0,Guy Pearce,31991.0,Ted Griffin,1999.0
2900,80000000,Imagine Entertainment,USA,Ted Demme,Comedy,63844974,Life,R,16-04-1999,108.0,6.7,Eddie Murphy,36302.0,Robert Ramsey,1999.0
2901,25000000,Universal Pictures,USA,Joe Johnston,Biography,32481825,October Sky,PG,19-02-1999,108.0,7.8,Jake Gyllenhaal,69372.0,Homer H. Hickam Jr.,1999.0
2902,68000000,Touchstone Pictures,USA,Michael Mann,Biography,28965197,The Insider,R,05-11-1999,157.0,7.9,Russell Crowe,141001.0,Marie Brenner,1999.0
2903,75000000,Warner Bros.,USA,David O. Russell,Action,60652036,Three Kings,R,01-10-1999,114.0,7.1,George Clooney,145142.0,John Ridley,1999.0
2904,38000000,Artisan Entertainment,Spain,Roman Polanski,Mystery,18661336,La última puerta,R,10-03-2000,133.0,6.7,Johnny Depp,144875.0,Arturo Pérez-Reverte,1999.0
2905,55000000,Warner Bros.,USA,Oliver Stone,Drama,75530832,Any Given Sunday,R,22-12-1999,162.0,6.8,Al Pacino,101796.0,Daniel Pyne,1999.0
2906,100000000,1492 Pictures,USA,Chris Columbus,Comedy,58220776,Bicentennial Man,PG,17-12-1999,132.0,6.8,Robin Williams,94773.0,Isaac Asimov,1999.0
2907,55000000,Universal Pictures,USA,Frank Oz,Comedy,66384775,Bowfinger,PG-13,13-08-1999,97.0,6.4,Steve Martin,59541.0,Steve Martin,1999.0
2908,0,Alliance Atlantis Communications,Canada,David Cronenberg,Horror,2840417,eXistenZ: Mundo virtual,R,23-04-1999,97.0,6.8,Jude Law,82097.0,David Cronenberg,1999.0
2909,2000000,Fox Searchlight Pictures,USA,Kimberly Peirce,Biography,11533945,Boys Don't Cry,R,31-03-2000,118.0,7.6,Hilary Swank,81901.0,Kimberly Peirce,1999.0
2910,160000000,Touchstone Pictures,USA,John McTiernan,Action,32698899,The 13th Warrior,R,27-08-1999,102.0,6.6,Antonio Banderas,105423.0,Michael Crichton,1999.0
2911,3500000,Crossroads Films,USA,Darren Stein,Comedy,3071947,Jawbreaker,R,19-02-1999,87.0,5.5,Rose McGowan,20256.0,Darren Stein,1999.0
2912,73000000,Columbia Pictures Corporation,USA,Phillip Noyce,Crime,66518655,The Bone Collector,R,05-11-1999,118.0,6.7,Denzel Washington,129642.0,Jeffery Deaver,1999.0
2913,70000000,Paramount Pictures,USA,Bruce Beresford,Crime,116741558,Double Jeopardy,R,24-09-1999,105.0,6.4,Ashley Judd,60299.0,David Weisberg,1999.0
2914,10000000,Asymmetrical Productions,France,David Lynch,Biography,6203044,The Straight Story,G,03-11-1999,112.0,8.0,Richard Farnsworth,68583.0,John Roach,1999.0
2915,25000000,Bona Fide Productions,USA,Alexander Payne,Comedy,14879556,Election,R,07-05-1999,103.0,7.3,Matthew Broderick,77515.0,Tom Perrotta,1999.0
2916,68000000,Universal Pictures,USA,Kinka Usher,Action,29655590,Mystery Men,PG-13,06-08-1999,121.0,6.1,Ben Stiller,56155.0,Neil Cuthbert,1999.0
2917,15000000,New Line Cinema,Germany,Michael Patrick Jann,Comedy,10561238,Drop Dead Gorgeous,PG-13,23-07-1999,97.0,6.6,Kirsten Dunst,28434.0,Lona Williams,1999.0
2918,24000000,FilmColony,USA,Lasse Hallström,Drama,57545092,The Cider House Rules,PG-13,07-01-2000,126.0,7.4,Tobey Maguire,83170.0,John Irving,1999.0
2919,35000000,Fox 2000 Pictures,USA,Steve Miner,Action,31770414,Lake Placid,R,16-07-1999,82.0,5.6,Bridget Fonda,46036.0,David E. Kelley,1999.0
2920,12000000,Artisan Entertainment,USA,David Koepp,Horror,21133087,Stir of Echoes,R,10-09-1999,99.0,7.0,Kevin Bacon,65477.0,Richard Matheson,1999.0
2921,80000000,DreamWorks,USA,Jan de Bont,Fantasy,91411151,La maldición,PG-13,23-07-1999,113.0,4.9,Liam Neeson,61842.0,David Self,1999.0
2922,133000000,Columbia Pictures Corporation,Germany,Rob Minkoff,Adventure,140035367,"Stuart Little, un ratón en la familia",PG,17-12-1999,84.0,5.9,Michael J. Fox,103603.0,E.B. White,1999.0
2923,35000000,Forge,USA,Hugh Wilson,Comedy,26494611,Blast from the Past,PG-13,12-02-1999,112.0,6.6,Brendan Fraser,52177.0,Bill Kelly,1999.0
2924,90000000,Icon Entertainment International,USA,Brian Helgeland,Action,81526121,Payback,R,05-02-1999,100.0,7.1,Mel Gibson,117618.0,Donald E. Westlake,1999.0
2925,20000000,Columbia Pictures,USA,Doug Liman,Comedy,16842303,Go,R,09-04-1999,102.0,7.3,Sarah Polley,61476.0,John August,1999.0
2926,50000000,Azoff Entertainment,USA,Norman Jewison,Biography,50668906,The Hurricane,R,14-01-2000,146.0,7.6,Denzel Washington,81047.0,Rubin 'Hurricane' Carter,1999.0
2927,40000000,Columbia Pictures Corporation,Germany,Joel Schumacher,Mystery,36663315,8MM,R,26-02-1999,123.0,6.5,Nicolas Cage,109400.0,Andrew Kevin Walker,1999.0
2928,37000000,Dark Castle Entertainment,USA,William Malone,Horror,40846082,House on Haunted Hill,R,29-10-1999,93.0,5.6,Geoffrey Rush,47381.0,Robb White,1999.0
2929,95000000,Paramount Pictures,USA,Simon West,Crime,102705852,The General's Daughter,R,18-06-1999,116.0,6.3,John Travolta,45376.0,Nelson DeMille,1999.0
2930,21000000,Scott Rudin Productions,USA,Trey Parker,Animation,52008288,"South Park: Bigger, Longer & Uncut",R,30-06-1999,81.0,7.8,Trey Parker,171511.0,Trey Parker,1999.0
2931,75000000,New Line Cinema,USA,Rand Ravich,Drama,10672566,The Astronaut's Wife,R,27-08-1999,109.0,5.3,Charlize Theron,47987.0,Rand Ravich,1999.0
2932,0,"Deseo, El",Spain,Pedro Almodóvar,Drama,8264530,All About My Mother,R,31-03-2000,101.0,7.9,Cecilia Roth,74742.0,Pedro Almodóvar,1999.0
2933,0,Flach Film,France,Catherine Breillat,Drama,1282941,Romance,R,14-04-1999,84.0,5.3,Caroline Ducey,8516.0,Catherine Breillat,1999.0
2934,0,Pandora Filmproduktion,France,Jim Jarmusch,Action,3308029,Ghost dog - El camino del samurai,R,24-03-2000,116.0,7.5,Forest Whitaker,74739.0,Jim Jarmusch,1999.0
2935,16000000,Columbia Pictures,Germany,Josef Rusnak,Mystery,15500000,El piso 13,R,28-05-1999,100.0,7.0,Craig Bierko,56325.0,Daniel F. Galouye,1999.0
2936,0,Arts Council of England,UK,Patricia Rozema,Comedy,4764741,Mansfield Park,PG-13,25-12-1999,112.0,7.1,Frances O'Connor,18079.0,Jane Austen,1999.0
2937,25000000,Columbia Pictures Corporation,USA,Rodman Flender,Comedy,4002955,Idle Hands,R,30-04-1999,92.0,6.2,Devon Sawa,35197.0,Terri Hughes,1999.0
2938,28000000,Baldwin/Cohen Productions,Canada,Jay Roach,Comedy,8888143,"Mystery, Alaska",R,01-10-1999,119.0,6.7,Russell Crowe,23089.0,David E. Kelley,1999.0
2939,11000000,Fox Searchlight Pictures,UK,Michael Hoffman,Comedy,16071990,A Midsummer Night's Dream,PG-13,14-05-1999,116.0,6.5,Kevin Kline,22127.0,William Shakespeare,1999.0
2940,25000000,Fox 2000 Pictures,USA,Jonathan Kaplan,Drama,10114315,Brokedown Palace,PG-13,13-08-1999,100.0,6.4,Claire Danes,19516.0,Adam Fields,1999.0
2941,70000000,Paramount Pictures,USA,Garry Marshall,Comedy,152257509,Runaway Bride,PG,30-07-1999,116.0,5.5,Julia Roberts,79935.0,Josann McGibbon,1999.0
2942,22000000,40 Acres & A Mule Filmworks,USA,Spike Lee,Crime,19283782,Summer of Sam,R,02-07-1999,142.0,6.6,John Leguizamo,32454.0,Spike Lee,1999.0
2943,6500000,New Line Cinema,USA,Adam Rifkin,Comedy,4217115,Detroit Rock City,R,13-08-1999,95.0,6.8,Edward Furlong,31824.0,Carl V. Dupré,1999.0
2944,55000000,De Fina-Cappa,USA,Martin Scorsese,Drama,16640210,Bringing Out the Dead,R,22-10-1999,121.0,6.8,Nicolas Cage,55769.0,Joe Connelly,1999.0
2945,85000000,Gaumont,France,Luc Besson,Adventure,14276317,The Messenger: The Story of Joan of Arc,R,12-11-1999,158.0,6.4,Milla Jovovich,58412.0,Andrew Birkin,1999.0
2946,21000000,United Artists,USA,Katt Shea,Horror,17762705,The Rage: Carrie 2,R,12-03-1999,104.0,4.6,Emily Bergl,13693.0,Stephen King,1999.0
2947,80000000,Village Roadshow Pictures,USA,Harold Ramis,Comedy,106885658,Analyze This,R,05-03-1999,103.0,6.7,Robert De Niro,130447.0,Kenneth Lonergan,1999.0
2948,1200000,Cheerleader LLC,USA,Jamie Babbit,Comedy,2205627,But I'm a Cheerleader,R,11-08-2000,85.0,6.6,Natasha Lyonne,21306.0,Brian Peterson,1999.0
2949,80000000,Bel Air Entertainment,USA,Luis Mandoki,Drama,52880016,Message in a Bottle,PG-13,12-02-1999,126.0,6.2,Kevin Costner,31045.0,Nicholas Sparks,1999.0
2950,29000000,Metro-Goldwyn-Mayer (MGM),USA,Rupert Wainwright,Horror,50046268,Stigmata,R,10-09-1999,103.0,6.2,Patricia Arquette,57128.0,Tom Lazarus,1999.0
2951,0,Arena Films,France,Leos Carax,Drama,172107,Pola X,NOT RATED,09-10-1999,134.0,5.8,Guillaume Depardieu,3763.0,Leos Carax,1999.0
2952,0,British Columbia Film,Canada,Anne Wheeler,Comedy,2011254,Better Than Chocolate,R,13-08-1999,101.0,6.2,Wendy Crewson,6963.0,Peggy Thompson,1999.0
2953,0,Clear Blue Sky Productions,Italy,Julie Taymor,Drama,1921350,Titus,R,11-02-2000,162.0,7.2,Anthony Hopkins,18033.0,William Shakespeare,1999.0
2954,90000000,Walt Disney Pictures,USA,David Kellogg,Action,97403112,Inspector Gadget,PG,23-07-1999,78.0,4.1,Matthew Broderick,38883.0,Andy Heyward,1999.0
2955,15000000,Tribeca Productions,USA,Joel Schumacher,Comedy,4485485,Flawless,R,24-11-1999,112.0,6.4,Robert De Niro,15402.0,Joel Schumacher,1999.0
2956,8500000,Twentieth Century Fox Film Corporation,USA,John Schultz,Comedy,17845337,Drive Me Crazy,PG-13,01-10-1999,91.0,5.7,Melissa Joan Hart,15840.0,Todd Strasser,1999.0
2957,80000000,Universal Pictures,USA,Sam Raimi,Drama,35168395,For Love of the Game,PG-13,17-09-1999,137.0,6.6,Kevin Costner,27499.0,Michael Shaara,1999.0
2958,65000000,Columbia Pictures,USA,Les Mayfield,Action,68518533,Blue Streak,PG-13,17-09-1999,93.0,6.3,Martin Lawrence,64009.0,Michael Berry,1999.0
2959,34000000,Broadway Pictures,USA,Bruce McCulloch,Comedy,30628981,Superstar,PG-13,08-10-1999,81.0,5.0,Molly Shannon,15732.0,Molly Shannon,1999.0
2960,13000000,Canal+ Droits Audiovisuels,France,Andrew Fleming,Comedy,6241697,Dick,PG-13,04-08-1999,94.0,6.1,Kirsten Dunst,16661.0,Andrew Fleming,1999.0
2961,80000000,Walt Disney Pictures,USA,James Algar,Animation,60655420,Fantasia 2000,G,16-06-2000,100.0,7.2,James Levine,29666.0,Eric Goldberg,1999.0
2962,0,Irish Screen,UK,Justin Kerrigan,Comedy,104257,Human Traffic,R,05-05-2000,99.0,7.1,John Simm,20316.0,Justin Kerrigan,1999.0
2963,31000000,Screen Gems,USA,Mark Pellington,Crime,24362501,Arlington Road,R,09-07-1999,117.0,7.2,Jeff Bridges,73152.0,Ehren Kruger,1999.0
2964,35000000,Mandeville Films,USA,Garry Marshall,Comedy,27797271,The Other Sister,PG-13,26-02-1999,129.0,6.5,Juliette Lewis,10870.0,Alexandra Rose,1999.0
2965,92000000,Fox 2000 Pictures,USA,Andy Tennant,Drama,39263420,Anna and the King,PG-13,17-12-1999,148.0,6.7,Jodie Foster,32493.0,Anna Leonowens,1999.0
2966,20000000,DreamWorks,USA,Peter Ho-Sun Chan,Comedy,8276228,The Love Letter,PG-13,21-05-1999,88.0,5.4,Kate Capshaw,3641.0,Cathleen Schine,1999.0
2967,75000000,DreamWorks,USA,Bronwen Hughes,Comedy,52888180,Forces of Nature,PG-13,19-03-1999,105.0,5.4,Sandra Bullock,28258.0,Marc Lawrence,1999.0
2968,9000000,40 Acres & A Mule Filmworks,USA,Malcolm D. Lee,Comedy,34102780,The Best Man,R,22-10-1999,120.0,6.7,Taye Diggs,7086.0,Malcolm D. Lee,1999.0
2969,50000000,David Brown Productions,USA,Alan Parker,Drama,13038660,Angela's Ashes,R,21-01-2000,145.0,7.3,Emily Watson,17953.0,Frank McCourt,1999.0
2970,23000000,Columbia Pictures Corporation,UK,Neil Jordan,Drama,10660147,The End of the Affair,R,21-01-2000,102.0,7.2,Ralph Fiennes,18698.0,Graham Greene,1999.0
2971,55000000,Warner Bros.,USA,Clint Eastwood,Crime,16635339,True Crime,R,19-03-1999,127.0,6.6,Clint Eastwood,27145.0,Andrew Klavan,1999.0
2972,30000000,Columbia Pictures Corporation,USA,Sidney Lumet,Crime,4155234,Gloria,R,22-01-1999,108.0,5.1,Sharon Stone,4711.0,John Cassavetes,1999.0
2973,80000000,Imagine Entertainment,USA,Ron Howard,Comedy,22362500,Edtv,PG-13,26-03-1999,122.0,6.1,Matthew McConaughey,37180.0,Émile Gaudreault,1999.0
2974,80000000,Spyglass Entertainment,USA,Jon Turteltaub,Drama,34098563,Instinct,R,04-06-1999,126.0,6.5,Anthony Hopkins,28633.0,Gerald Di Pego,1999.0
2975,64000000,Columbia Pictures Corporation,USA,Sydney Pollack,Drama,31054924,Random Hearts,R,08-10-1999,133.0,5.1,Harrison Ford,17776.0,Warren Adler,1999.0
2976,6000000,Bona Fide Productions,USA,Rick Famuyiwa,Comedy,25047631,The Wood,R,16-07-1999,106.0,6.9,Elayn J. Taylor,7032.0,Rick Famuyiwa,1999.0
2977,75000000,Mutual Film Company,USA,John Bruno,Action,14010690,Virus,R,15-01-1999,99.0,4.9,Jamie Lee Curtis,23127.0,Chuck Pfarrer,1999.0
2978,9000000,Artisan Entertainment,USA,Steven Soderbergh,Crime,3193102,The Limey,R,04-08-1999,89.0,7.1,Terence Stamp,25899.0,Lem Dobbs,1999.0
2979,12000000,Crystal Sky Worldwide,USA,Bob Clark,Comedy,27141959,Baby Geniuses,PG,12-03-1999,97.0,2.6,Kathleen Turner,21192.0,Steven Paul,1999.0
2980,14000000,Miramax,USA,Tony Goldwyn,Drama,4741987,A Walk on the Moon,R,23-04-1999,107.0,6.6,Diane Lane,7083.0,Pamela Gray,1999.0
2981,0,Channel Four Films,Italy,Tim Roth,Drama,254441,The War Zone,R,11-06-1999,98.0,7.4,Ray Winstone,8458.0,Alexander Stuart,1999.0
2982,14000000,Arts Council of England,UK,Oliver Parker,Comedy,18535191,An Ideal Husband,PG-13,30-06-1999,97.0,6.9,Rupert Everett,13547.0,Oscar Wilde,1999.0
2983,50000000,Castle Rock Entertainment,USA,Rob Reiner,Comedy,27067160,The Story of Us,R,15-10-1999,95.0,5.9,Bruce Willis,19215.0,Alan Zweibel,1999.0
2984,24000000,Play It Inc.,USA,Ron Shelton,Comedy,8427204,Play It to the Bone,R,21-01-2000,124.0,5.4,Woody Harrelson,10533.0,Ron Shelton,1999.0
2985,33000000,3 Miles Apart Productions Ltd.,USA,Mike Newell,Comedy,8406264,Pushing Tin,R,23-04-1999,124.0,6.0,John Cusack,25713.0,Darcy Frey,1999.0
2986,0,AMLF,France,Claude Zidi,Adventure,1644060,Asterix and Obelix vs. Caesar,Not specified,03-02-1999,109.0,5.9,Christian Clavier,33214.0,René Goscinny,1999.0
2987,0,Alliance Atlantis Communications,Germany,István Szabó,Drama,5095981,Sunshine,R,14-07-2000,181.0,7.5,Ralph Fiennes,11708.0,István Szabó,1999.0
2988,0,FilmFour,UK,Damien O'Donnell,Comedy,4170647,East Is East,R,02-06-2000,96.0,6.9,Om Puri,15294.0,Ayub Khan-Din,1999.0
2989,38000000,Columbia Pictures Corporation,USA,Ulu Grosbard,Drama,13376506,The Deep End of the Ocean,PG-13,12-03-1999,106.0,6.3,Michelle Pfeiffer,11136.0,Jacquelyn Mitchard,1999.0
2990,6000000,New Regency Pictures,Germany,Mark Tarlov,Comedy,4394936,Simplemente irresistible,PG-13,05-02-1999,96.0,5.3,Sarah Michelle Gellar,11965.0,Judith Roberts,1999.0
2991,29750000,Sweetland Films,USA,Woody Allen,Comedy,4196621,Sweet and Lowdown,PG-13,10-03-2000,95.0,7.3,Sean Penn,29088.0,Woody Allen,1999.0
2992,75000000,Castle Rock Entertainment,UK,Kelly Makin,Comedy,33864342,Mickey Blue Eyes,PG-13,20-08-1999,102.0,5.8,Hugh Grant,31178.0,Adam Scheinman,1999.0
2993,0,India Take One Productions,USA,Jane Campion,Drama,1758780,Holy Smoke,R,18-02-2000,115.0,5.9,Kate Winslet,12682.0,Anna Campion,1999.0
2994,27000000,Craven-Maddalena Films,USA,Wes Craven,Drama,14859394,Music of the Heart,PG,29-10-1999,124.0,6.8,Meryl Streep,10622.0,Pamela Gray,1999.0
2995,6000000,Dogstar Films,USA,Risa Bramon Garcia,Comedy,6851636,200 Cigarettes,R,26-02-1999,101.0,5.9,Ben Affleck,13466.0,Shana Larsen,1999.0
2996,23000000,Fox 2000 Pictures,USA,Wayne Wang,Comedy,18653615,Anywhere But Here,PG-13,12-11-1999,114.0,6.2,Susan Sarandon,15423.0,Mona Simpson,1999.0
2997,13000000,Miramax,USA,Kevin Williamson,Comedy,8946237,Teaching Mrs. Tingle,PG-13,20-08-1999,96.0,5.2,Helen Mirren,17917.0,Kevin Williamson,1999.0
2998,0,Shooting Gallery,USA,Hampton Fancher,Crime,368808,The Minus Man,R,08-10-1999,111.0,6.2,Owen Wilson,5765.0,Lew McCreary,1999.0
